timestamp,coin,signal,direction,slope
1769873328.6695411,SOL/USD,PREPARE,buy,0.0
1769873328.6695411,SUI/USD,WAIT,neutral,0.0
1769873360.4690938,BTC/USD,WAIT,neutral,0.0
1769873360.4690938,ETH/USD,WAIT,neutral,0.0
1769873360.4690938,SOL/USD,PREPARE,buy,0.0
1769873360.4690938,SUI/USD,WAIT,neutral,0.0
1769873392.3856409,BTC/USD,WAIT,neutral,0.0
1769873392.3856409,ETH/USD,WAIT,neutral,0.0
1769873392.3856409,SOL/USD,PREPARE,buy,0.0
1769873392.3856409,SUI/USD,WAIT,neutral,0.0
1769873423.821544,BTC/USD,WAIT,neutral,0.0
1769873423.821544,ETH/USD,WAIT,neutral,0.0
1769873423.821544,SOL/USD,PREPARE,buy,0.0
1769873423.821544,SUI/USD,WAIT,neutral,0.0
1769873455.1547961,BTC/USD,WAIT,neutral,0.0
1769873455.1547961,ETH/USD,WAIT,neutral,0.0
1769873455.1547961,SOL/USD,PREPARE,buy,0.0
1769873455.1547961,SUI/USD,WAIT,neutral,0.0
1769873486.7002392,BTC/USD,WAIT,neutral,0.0
1769873486.7002392,ETH/USD,WAIT,neutral,0.0
1769873486.7002392,SOL/USD,PREPARE,buy,0.0
1769873486.7002392,SUI/USD,WAIT,neutral,0.0
1769873518.614578,BTC/USD,WAIT,neutral,0.0
1769873518.614578,ETH/USD,WAIT,neutral,0.0
1769873518.614578,SOL/USD,PREPARE,buy,0.0
1769873518.614578,SUI/USD,WAIT,neutral,0.0
1769873549.90398,BTC/USD,WAIT,neutral,0.0
1769873549.90398,ETH/USD,WAIT,neutral,0.0
1769873549.90398,SOL/USD,PREPARE,buy,0.0
1769873549.90398,SUI/USD,WAIT,neutral,0.0
1769873581.987125,BTC/USD,WAIT,neutral,0.0
1769873581.987125,ETH/USD,WAIT,neutral,0.0
1769873581.987125,SOL/USD,PREPARE,buy,0.0
1769873581.987125,SUI/USD,WAIT,neutral,0.0
1769873613.490897,BTC/USD,WAIT,neutral,0.0
1769873613.490897,ETH/USD,WAIT,neutral,0.0
1769873613.490897,SOL/USD,PREPARE,buy,0.0
1769873613.490897,SUI/USD,WAIT,neutral,0.0
1769873644.9301949,BTC/USD,WAIT,neutral,0.0
1769873644.9301949,ETH/USD,WAIT,neutral,0.0
1769873644.9301949,SOL/USD,PREPARE,buy,0.0
1769873644.9301949,SUI/USD,WAIT,neutral,0.0
1769873676.47986,BTC/USD,WAIT,neutral,0.0
1769873676.47986,ETH/USD,WAIT,neutral,0.0
1769873676.47986,SOL/USD,PREPARE,buy,0.0
1769873676.47986,SUI/USD,WAIT,neutral,0.0
1769873708.1112099,BTC/USD,WAIT,neutral,0.0
1769873708.1112099,ETH/USD,WAIT,neutral,0.0
1769873708.1112099,SOL/USD,PREPARE,buy,0.0
1769873708.1112099,SUI/USD,WAIT,neutral,0.0
1769873739.812771,BTC/USD,WAIT,neutral,0.0
1769873739.812771,ETH/USD,WAIT,neutral,0.0
1769873739.812771,SOL/USD,PREPARE,buy,0.0
1769873739.812771,SUI/USD,WAIT,neutral,0.0
1769873771.4364312,BTC/USD,WAIT,neutral,0.0
1769873771.4364312,ETH/USD,PREPARE,buy,0.0
1769873771.4364312,SOL/USD,PREPARE,buy,0.0
1769873771.4364312,SUI/USD,WAIT,neutral,0.0
1769873802.2800572,BTC/USD,WAIT,neutral,0.0
1769873802.2800572,ETH/USD,PREPARE,buy,0.0
1769873802.2800572,SOL/USD,PREPARE,buy,0.0
1769873802.2800572,SUI/USD,WAIT,neutral,0.0
1769873834.236728,BTC/USD,WAIT,neutral,0.0
1769873834.236728,ETH/USD,PREPARE,buy,0.0
1769873834.236728,SOL/USD,PREPARE,buy,0.0
1769873834.236728,SUI/USD,WAIT,neutral,0.0
1769873865.919348,BTC/USD,WAIT,neutral,0.0
1769873865.919348,ETH/USD,PREPARE,buy,0.0
1769873865.919348,SOL/USD,PREPARE,buy,0.0
1769873865.919348,SUI/USD,WAIT,neutral,0.0
1769873897.4357,BTC/USD,WAIT,neutral,0.0
1769873897.4357,ETH/USD,PREPARE,buy,0.0
1769873897.4357,SOL/USD,PREPARE,buy,0.0
1769873897.4357,SUI/USD,WAIT,neutral,0.0
1769873928.68107,BTC/USD,WAIT,neutral,0.0
1769873928.68107,ETH/USD,PREPARE,buy,0.0
1769873928.68107,SOL/USD,PREPARE,buy,0.0
1769873928.68107,SUI/USD,WAIT,neutral,0.0
1769873959.94884,BTC/USD,WAIT,neutral,0.0
1769873959.94884,ETH/USD,PREPARE,buy,0.0
1769873959.94884,SOL/USD,PREPARE,buy,0.0
1769873959.94884,SUI/USD,WAIT,neutral,0.0
1769873991.730579,BTC/USD,WAIT,neutral,0.0
1769873991.730579,ETH/USD,PREPARE,buy,0.0
1769873991.730579,SOL/USD,PREPARE,buy,0.0
1769873991.730579,SUI/USD,WAIT,neutral,0.0
1769874023.122875,BTC/USD,WAIT,neutral,0.0
1769874023.122875,ETH/USD,PREPARE,buy,0.0
1769874023.122875,SOL/USD,PREPARE,buy,0.0
1769874023.122875,SUI/USD,WAIT,neutral,0.0
1769874054.731576,BTC/USD,WAIT,neutral,0.0
1769874054.731576,ETH/USD,PREPARE,buy,0.0
1769874054.731576,SOL/USD,PREPARE,buy,0.0
1769874054.731576,SUI/USD,WAIT,neutral,0.0
1769874086.911241,BTC/USD,WAIT,neutral,0.0
1769874086.911241,ETH/USD,PREPARE,buy,0.0
1769874086.911241,SOL/USD,PREPARE,buy,0.0
1769874086.911241,SUI/USD,WAIT,neutral,0.0
1769874118.242811,BTC/USD,WAIT,neutral,0.0
1769874118.242811,ETH/USD,PREPARE,buy,0.0
1769874118.242811,SOL/USD,PREPARE,buy,0.0
1769874118.242811,SUI/USD,WAIT,neutral,0.0
1769874150.0613928,BTC/USD,WAIT,neutral,0.0
1769874150.0613928,ETH/USD,PREPARE,buy,0.0
1769874150.0613928,SOL/USD,PREPARE,buy,0.0
1769874150.0613928,SUI/USD,WAIT,neutral,0.0
1769874181.542109,BTC/USD,WAIT,neutral,0.0
1769874181.542109,ETH/USD,PREPARE,buy,0.0
1769874181.542109,SOL/USD,PREPARE,buy,0.0
1769874181.542109,SUI/USD,WAIT,neutral,0.0
1769874213.242048,BTC/USD,WAIT,neutral,0.0
1769874213.242048,ETH/USD,PREPARE,buy,0.0
1769874213.242048,SOL/USD,PREPARE,buy,0.0
1769874213.242048,SUI/USD,WAIT,neutral,0.0
1769874244.90333,BTC/USD,WAIT,neutral,0.0
1769874244.90333,ETH/USD,PREPARE,buy,0.0
1769874244.90333,SOL/USD,PREPARE,buy,0.0
1769874244.90333,SUI/USD,WAIT,neutral,0.0
1769874276.8937678,BTC/USD,WAIT,neutral,0.0
1769874276.8937678,ETH/USD,PREPARE,buy,0.0
1769874276.8937678,SOL/USD,PREPARE,buy,0.0
1769874276.8937678,SUI/USD,WAIT,neutral,0.0
1769874308.299951,BTC/USD,WAIT,neutral,0.0
1769874308.299951,ETH/USD,WAIT,neutral,0.0
1769874308.299951,SOL/USD,PREPARE,buy,0.0
1769874308.299951,SUI/USD,WAIT,neutral,0.0
1769874340.165235,BTC/USD,WAIT,neutral,0.0
1769874340.165235,ETH/USD,WAIT,neutral,0.0
1769874340.165235,SOL/USD,PREPARE,buy,0.0
1769874340.165235,SUI/USD,WAIT,neutral,0.0
1769874371.7110348,BTC/USD,WAIT,neutral,0.0
1769874371.7110348,ETH/USD,WAIT,neutral,0.0
1769874371.7110348,SOL/USD,PREPARE,buy,0.0
1769874371.7110348,SUI/USD,WAIT,neutral,0.0
1769874403.271265,BTC/USD,WAIT,neutral,0.0
1769874403.271265,ETH/USD,WAIT,neutral,0.0
1769874403.271265,SOL/USD,PREPARE,buy,0.0
1769874403.271265,SUI/USD,WAIT,neutral,0.0
1769874435.507652,BTC/USD,WAIT,neutral,0.0
1769874435.507652,ETH/USD,PREPARE,buy,0.0
1769874435.507652,SOL/USD,PREPARE,buy,0.0
1769874435.507652,SUI/USD,WAIT,neutral,0.0
1769874467.1454568,BTC/USD,WAIT,neutral,0.0
1769874467.1454568,ETH/USD,PREPARE,buy,0.0
1769874467.1454568,SOL/USD,PREPARE,buy,0.0
1769874467.1454568,SUI/USD,WAIT,neutral,0.0
1769874498.738076,BTC/USD,WAIT,neutral,0.0
1769874498.738076,ETH/USD,PREPARE,buy,0.0
1769874498.738076,SOL/USD,PREPARE,buy,0.0
1769874498.738076,SUI/USD,WAIT,neutral,0.0
1769874530.607542,BTC/USD,WAIT,neutral,0.0
1769874530.607542,ETH/USD,WAIT,neutral,0.0
1769874530.607542,SOL/USD,PREPARE,buy,0.0
1769874530.607542,SUI/USD,WAIT,neutral,0.0
1769874561.729345,BTC/USD,WAIT,neutral,0.0
1769874561.729345,ETH/USD,WAIT,neutral,0.0
1769874561.729345,SOL/USD,PREPARE,buy,0.0
1769874561.729345,SUI/USD,WAIT,neutral,0.0
1769874593.938998,BTC/USD,WAIT,neutral,0.0
1769874593.938998,ETH/USD,WAIT,neutral,0.0
1769874593.938998,SOL/USD,PREPARE,buy,0.0
1769874593.938998,SUI/USD,WAIT,neutral,0.0
1769874625.585054,BTC/USD,WAIT,neutral,0.0
1769874625.585054,ETH/USD,WAIT,neutral,0.0
1769874625.585054,SOL/USD,PREPARE,buy,0.0
1769874625.585054,SUI/USD,WAIT,neutral,0.0
1769874657.187257,BTC/USD,WAIT,neutral,0.0
1769874657.187257,ETH/USD,WAIT,neutral,0.0
1769874657.187257,SOL/USD,PREPARE,buy,0.0
1769874657.187257,SUI/USD,WAIT,neutral,0.0
1769874688.416085,BTC/USD,WAIT,neutral,0.0
1769874688.416085,ETH/USD,PREPARE,buy,0.0
1769874688.416085,SOL/USD,PREPARE,buy,0.0
1769874688.416085,SUI/USD,WAIT,neutral,0.0
1769874719.958764,BTC/USD,WAIT,neutral,0.0
1769874719.958764,ETH/USD,WAIT,neutral,0.0
1769874719.958764,SOL/USD,PREPARE,buy,0.0
1769874719.958764,SUI/USD,WAIT,neutral,0.0
1769874751.499487,BTC/USD,WAIT,neutral,0.0
1769874751.499487,ETH/USD,WAIT,neutral,0.0
1769874751.499487,SOL/USD,PREPARE,buy,0.0
1769874751.499487,SUI/USD,WAIT,neutral,0.0
1769874783.081821,BTC/USD,WAIT,neutral,0.0
1769874783.081821,ETH/USD,PREPARE,buy,0.0
1769874783.081821,SOL/USD,PREPARE,buy,0.0
1769874783.081821,SUI/USD,WAIT,neutral,0.0
1769874814.888424,BTC/USD,WAIT,neutral,0.0
1769874814.888424,ETH/USD,PREPARE,buy,0.0
1769874814.888424,SOL/USD,PREPARE,buy,0.0
1769874814.888424,SUI/USD,WAIT,neutral,0.0
1769874846.485224,BTC/USD,WAIT,neutral,0.0
1769874846.485224,ETH/USD,PREPARE,buy,0.0
1769874846.485224,SOL/USD,PREPARE,buy,0.0
1769874846.485224,SUI/USD,WAIT,neutral,0.0
1769874877.9081988,BTC/USD,WAIT,neutral,0.0
1769874877.9081988,ETH/USD,PREPARE,buy,0.0
1769874877.9081988,SOL/USD,PREPARE,buy,0.0
1769874877.9081988,SUI/USD,WAIT,neutral,0.0
1769874909.476005,BTC/USD,WAIT,neutral,0.0
1769874909.476005,ETH/USD,PREPARE,buy,0.0
1769874909.476005,SOL/USD,PREPARE,buy,0.0
1769874909.476005,SUI/USD,WAIT,neutral,0.0
1769874941.0683,BTC/USD,WAIT,neutral,0.0
1769874941.0683,ETH/USD,PREPARE,buy,0.0
1769874941.0683,SOL/USD,PREPARE,buy,0.0
1769874941.0683,SUI/USD,WAIT,neutral,0.0
1769874954.933144,BTC/USD,WAIT,neutral,0.0
1769874954.933144,ETH/USD,PREPARE,buy,0.0
1769874954.933144,SOL/USD,GO,buy,0.0
1769874954.933144,SUI/USD,WAIT,neutral,0.0
1769874987.88259,BTC/USD,WAIT,neutral,0.0
1769874987.88259,ETH/USD,PREPARE,buy,0.0
1769874987.88259,SOL/USD,GO,buy,0.0
1769874987.88259,SUI/USD,WAIT,neutral,0.0
1769875020.9043741,BTC/USD,WAIT,neutral,0.0
1769875020.9043741,ETH/USD,PREPARE,buy,0.0
1769875020.9043741,SOL/USD,GO,buy,0.0
1769875020.9043741,SUI/USD,WAIT,neutral,0.0
1769875053.8456059,BTC/USD,WAIT,neutral,0.0
1769875053.8456059,ETH/USD,PREPARE,buy,0.0
1769875053.8456059,SOL/USD,GO,buy,0.0
1769875053.8456059,SUI/USD,WAIT,neutral,0.0
1769875086.4221818,BTC/USD,PREPARE,buy,0.0
1769875086.4221818,ETH/USD,PREPARE,buy,0.0
1769875086.4221818,SOL/USD,GO,buy,0.0
1769875086.4221818,SUI/USD,WAIT,neutral,0.0
1769875119.3972108,BTC/USD,PREPARE,buy,0.0
1769875119.3972108,ETH/USD,PREPARE,buy,0.0
1769875119.3972108,SOL/USD,GO,buy,0.0
1769875119.3972108,SUI/USD,WAIT,neutral,0.0
1769875152.261227,BTC/USD,PREPARE,buy,0.0
1769875152.261227,ETH/USD,PREPARE,buy,0.0
1769875152.261227,SOL/USD,GO,buy,0.0
1769875152.261227,SUI/USD,WAIT,neutral,0.0
1769875185.3071811,BTC/USD,PREPARE,buy,0.0
1769875185.3071811,ETH/USD,PREPARE,buy,0.0
1769875185.3071811,SOL/USD,GO,buy,0.0
1769875185.3071811,SUI/USD,WAIT,neutral,0.0
1769875218.052153,BTC/USD,WAIT,neutral,0.0
1769875218.052153,ETH/USD,PREPARE,buy,0.0
1769875218.052153,SOL/USD,GO,buy,0.0
1769875218.052153,SUI/USD,WAIT,neutral,0.0
1769875251.053025,BTC/USD,WAIT,neutral,0.0
1769875251.053025,ETH/USD,PREPARE,buy,0.0
1769875251.053025,SOL/USD,GO,buy,0.0
1769875251.053025,SUI/USD,WAIT,neutral,0.0
1769875284.280074,BTC/USD,PREPARE,buy,0.0
1769875284.280074,ETH/USD,PREPARE,buy,0.0
1769875284.280074,SOL/USD,GO,buy,0.0
1769875284.280074,SUI/USD,WAIT,neutral,0.0
1769875316.438113,BTC/USD,PREPARE,buy,0.0
1769875316.438113,ETH/USD,PREPARE,buy,0.0
1769875316.438113,SOL/USD,GO,buy,0.0
1769875316.438113,SUI/USD,WAIT,neutral,0.0
1769875369.437384,BTC/USD,WAIT,neutral,0.0
1769875369.437384,ETH/USD,PREPARE,buy,0.0
1769875369.437384,SOL/USD,GO,buy,0.0
1769875369.437384,SUI/USD,WAIT,neutral,0.0
1769875401.894546,BTC/USD,WAIT,neutral,0.0
1769875401.894546,ETH/USD,PREPARE,buy,0.0
1769875401.894546,SOL/USD,GO,buy,0.0
1769875401.894546,SUI/USD,WAIT,neutral,0.0
1769875434.8379252,BTC/USD,WAIT,neutral,0.0
1769875434.8379252,ETH/USD,PREPARE,buy,0.0
1769875434.8379252,SOL/USD,GO,buy,0.0
1769875434.8379252,SUI/USD,WAIT,neutral,0.0
1769875467.620119,BTC/USD,WAIT,neutral,0.0
1769875467.620119,ETH/USD,PREPARE,buy,0.0
1769875467.620119,SOL/USD,GO,buy,0.0
1769875467.620119,SUI/USD,WAIT,neutral,0.0
1769875499.7244952,BTC/USD,WAIT,neutral,0.0
1769875499.7244952,ETH/USD,PREPARE,buy,0.0
1769875499.7244952,SOL/USD,GO,buy,0.0
1769875499.7244952,SUI/USD,WAIT,neutral,0.0
1769875532.153916,BTC/USD,WAIT,neutral,0.0
1769875532.153916,ETH/USD,PREPARE,buy,0.0
1769875532.153916,SOL/USD,GO,buy,0.0
1769875532.153916,SUI/USD,WAIT,neutral,0.0
1769875565.617842,BTC/USD,WAIT,neutral,0.0
1769875565.617842,ETH/USD,PREPARE,buy,0.0
1769875565.617842,SOL/USD,GO,buy,0.0
1769875565.617842,SUI/USD,WAIT,neutral,0.0
1769875598.5533361,BTC/USD,PREPARE,buy,0.0
1769875598.5533361,ETH/USD,PREPARE,buy,0.0
1769875598.5533361,SOL/USD,GO,buy,0.0
1769875598.5533361,SUI/USD,WAIT,neutral,0.0
1769875631.1566982,BTC/USD,PREPARE,buy,0.0
1769875631.1566982,ETH/USD,PREPARE,buy,0.0
1769875631.1566982,SOL/USD,GO,buy,0.0
1769875631.1566982,SUI/USD,WAIT,neutral,0.0
1769875667.827553,BTC/USD,PREPARE,buy,0.0
1769875667.827553,ETH/USD,GO,buy,0.0
1769875667.827553,SOL/USD,GO,buy,0.0
1769875667.827553,SUI/USD,WAIT,neutral,0.0
1769875705.3375309,BTC/USD,PREPARE,buy,0.0
1769875705.3375309,ETH/USD,GO,buy,0.0
1769875705.3375309,SOL/USD,GO,buy,0.0
1769875705.3375309,SUI/USD,WAIT,neutral,0.0
1769875738.4318788,BTC/USD,PREPARE,buy,0.0
1769875738.4318788,ETH/USD,PREPARE,buy,0.0
1769875738.4318788,SOL/USD,GO,buy,0.0
1769875738.4318788,SUI/USD,WAIT,neutral,0.0
1769875770.8560698,BTC/USD,PREPARE,buy,0.0
1769875770.8560698,ETH/USD,PREPARE,buy,0.0
1769875770.8560698,SOL/USD,GO,buy,0.0
1769875770.8560698,SUI/USD,WAIT,neutral,0.0
1769875807.898915,BTC/USD,PREPARE,buy,0.0
1769875807.898915,ETH/USD,GO,buy,0.0
1769875807.898915,SOL/USD,GO,buy,0.0
1769875807.898915,SUI/USD,WAIT,neutral,0.0
1769875844.1860008,BTC/USD,PREPARE,buy,0.0
1769875844.1860008,ETH/USD,GO,buy,0.0
1769875844.1860008,SOL/USD,GO,buy,0.0
1769875844.1860008,SUI/USD,WAIT,neutral,0.0
1769875877.437574,BTC/USD,PREPARE,buy,0.0
1769875877.437574,ETH/USD,PREPARE,buy,0.0
1769875877.437574,SOL/USD,GO,buy,0.0
1769875877.437574,SUI/USD,WAIT,neutral,0.0
1769875910.579582,BTC/USD,PREPARE,buy,0.0
1769875910.579582,ETH/USD,PREPARE,buy,0.0
1769875910.579582,SOL/USD,GO,buy,0.0
1769875910.579582,SUI/USD,WAIT,neutral,0.0
1769875943.970874,BTC/USD,PREPARE,buy,0.0
1769875943.970874,ETH/USD,PREPARE,buy,0.0
1769875943.970874,SOL/USD,GO,buy,0.0
1769875943.970874,SUI/USD,WAIT,neutral,0.0
1769875976.8948019,BTC/USD,PREPARE,buy,0.0
1769875976.8948019,ETH/USD,PREPARE,buy,0.0
1769875976.8948019,SOL/USD,GO,buy,0.0
1769875976.8948019,SUI/USD,WAIT,neutral,0.0
1769876009.4693189,BTC/USD,PREPARE,buy,0.0
1769876009.4693189,ETH/USD,PREPARE,buy,0.0
1769876009.4693189,SOL/USD,GO,buy,0.0
1769876009.4693189,SUI/USD,WAIT,neutral,0.0
1769876042.377175,BTC/USD,PREPARE,buy,0.0
1769876042.377175,ETH/USD,PREPARE,buy,0.0
1769876042.377175,SOL/USD,GO,buy,0.0
1769876042.377175,SUI/USD,WAIT,neutral,0.0
1769876078.77656,BTC/USD,PREPARE,buy,0.0
1769876078.77656,ETH/USD,GO,buy,0.0
1769876078.77656,SOL/USD,GO,buy,0.0
1769876078.77656,SUI/USD,WAIT,neutral,0.0
1769876111.472011,BTC/USD,PREPARE,buy,0.0
1769876111.472011,ETH/USD,PREPARE,buy,0.0
1769876111.472011,SOL/USD,GO,buy,0.0
1769876111.472011,SUI/USD,WAIT,neutral,0.0
1769876144.6600142,BTC/USD,PREPARE,buy,0.0
1769876144.6600142,ETH/USD,PREPARE,buy,0.0
1769876144.6600142,SOL/USD,GO,buy,0.0
1769876144.6600142,SUI/USD,WAIT,neutral,0.0
1769876181.115135,BTC/USD,PREPARE,buy,0.0
1769876181.115135,ETH/USD,GO,buy,0.0
1769876181.115135,SOL/USD,GO,buy,0.0
1769876181.115135,SUI/USD,WAIT,neutral,0.0
1769876218.005881,BTC/USD,PREPARE,buy,0.0
1769876218.005881,ETH/USD,GO,buy,0.0
1769876218.005881,SOL/USD,GO,buy,0.0
1769876218.005881,SUI/USD,WAIT,neutral,0.0
1769876254.430339,BTC/USD,PREPARE,buy,0.0
1769876254.430339,ETH/USD,GO,buy,0.0
1769876254.430339,SOL/USD,GO,buy,0.0
1769876254.430339,SUI/USD,WAIT,neutral,0.0
1769876287.0279622,BTC/USD,WAIT,neutral,0.0
1769876287.0279622,ETH/USD,PREPARE,buy,0.0
1769876287.0279622,SOL/USD,GO,buy,0.0
1769876287.0279622,SUI/USD,WAIT,neutral,0.0
1769876318.580883,BTC/USD,WAIT,neutral,0.0
1769876318.580883,ETH/USD,PREPARE,buy,0.0
1769876318.580883,SOL/USD,PREPARE,buy,0.0
1769876318.580883,SUI/USD,WAIT,neutral,0.0
1769876350.356143,BTC/USD,WAIT,neutral,0.0
1769876350.356143,ETH/USD,PREPARE,buy,0.0
1769876350.356143,SOL/USD,PREPARE,buy,0.0
1769876350.356143,SUI/USD,WAIT,neutral,0.0
1769876381.884804,BTC/USD,WAIT,neutral,0.0
1769876381.884804,ETH/USD,PREPARE,buy,0.0
1769876381.884804,SOL/USD,PREPARE,buy,0.0
1769876381.884804,SUI/USD,WAIT,neutral,0.0
1769876413.634502,BTC/USD,WAIT,neutral,0.0
1769876413.634502,ETH/USD,PREPARE,buy,0.0
1769876413.634502,SOL/USD,PREPARE,buy,0.0
1769876413.634502,SUI/USD,WAIT,neutral,0.0
1769876445.155725,BTC/USD,WAIT,neutral,0.0
1769876445.155725,ETH/USD,PREPARE,buy,0.0
1769876445.155725,SOL/USD,PREPARE,buy,0.0
1769876445.155725,SUI/USD,WAIT,neutral,0.0
1769876476.6905,BTC/USD,WAIT,neutral,0.0
1769876476.6905,ETH/USD,WAIT,neutral,0.0
1769876476.6905,SOL/USD,PREPARE,buy,0.0
1769876476.6905,SUI/USD,WAIT,neutral,0.0
1769876508.1742568,BTC/USD,WAIT,neutral,0.0
1769876508.1742568,ETH/USD,WAIT,neutral,0.0
1769876508.1742568,SOL/USD,PREPARE,buy,0.0
1769876508.1742568,SUI/USD,WAIT,neutral,0.0
1769876540.007205,BTC/USD,WAIT,neutral,0.0
1769876540.007205,ETH/USD,PREPARE,buy,0.0
1769876540.007205,SOL/USD,PREPARE,buy,0.0
1769876540.007205,SUI/USD,WAIT,neutral,0.0
1769876572.312913,BTC/USD,WAIT,neutral,0.0
1769876572.312913,ETH/USD,PREPARE,buy,0.0
1769876572.312913,SOL/USD,PREPARE,buy,0.0
1769876572.312913,SUI/USD,WAIT,neutral,0.0
1769876603.796452,BTC/USD,WAIT,neutral,0.0
1769876603.796452,ETH/USD,WAIT,neutral,0.0
1769876603.796452,SOL/USD,PREPARE,buy,0.0
1769876603.796452,SUI/USD,WAIT,neutral,0.0
1769876635.869309,BTC/USD,WAIT,neutral,0.0
1769876635.869309,ETH/USD,WAIT,neutral,0.0
1769876635.869309,SOL/USD,PREPARE,buy,0.0
1769876635.869309,SUI/USD,WAIT,neutral,0.0
1769876667.190144,BTC/USD,WAIT,neutral,0.0
1769876667.190144,ETH/USD,WAIT,neutral,0.0
1769876667.190144,SOL/USD,PREPARE,buy,0.0
1769876667.190144,SUI/USD,WAIT,neutral,0.0
1769876698.510405,BTC/USD,WAIT,neutral,0.0
1769876698.510405,ETH/USD,PREPARE,buy,0.0
1769876698.510405,SOL/USD,PREPARE,buy,0.0
1769876698.510405,SUI/USD,WAIT,neutral,0.0
1769876730.018555,BTC/USD,WAIT,neutral,0.0
1769876730.018555,ETH/USD,WAIT,neutral,0.0
1769876730.018555,SOL/USD,PREPARE,buy,0.0
1769876730.018555,SUI/USD,WAIT,neutral,0.0
1769876761.2969768,BTC/USD,WAIT,neutral,0.0
1769876761.2969768,ETH/USD,PREPARE,buy,0.0
1769876761.2969768,SOL/USD,PREPARE,buy,0.0
1769876761.2969768,SUI/USD,WAIT,neutral,0.0
1769876793.111527,BTC/USD,WAIT,neutral,0.0
1769876793.111527,ETH/USD,PREPARE,buy,0.0
1769876793.111527,SOL/USD,PREPARE,buy,0.0
1769876793.111527,SUI/USD,WAIT,neutral,0.0
1769876824.823711,BTC/USD,WAIT,neutral,0.0
1769876824.823711,ETH/USD,PREPARE,buy,0.0
1769876824.823711,SOL/USD,PREPARE,buy,0.0
1769876824.823711,SUI/USD,WAIT,neutral,0.0
1769876855.988528,BTC/USD,WAIT,neutral,0.0
1769876855.988528,ETH/USD,PREPARE,buy,0.0
1769876855.988528,SOL/USD,GO,buy,0.0
1769876855.988528,SUI/USD,WAIT,neutral,0.0
1769876887.571009,BTC/USD,WAIT,neutral,0.0
1769876887.571009,ETH/USD,PREPARE,buy,0.0
1769876887.571009,SOL/USD,PREPARE,buy,0.0
1769876887.571009,SUI/USD,WAIT,neutral,0.0
1769876920.557436,BTC/USD,WAIT,neutral,0.0
1769876920.557436,ETH/USD,PREPARE,buy,0.0
1769876920.557436,SOL/USD,GO,buy,0.0
1769876920.557436,SUI/USD,WAIT,neutral,0.0
1769876953.482691,BTC/USD,WAIT,neutral,0.0
1769876953.482691,ETH/USD,PREPARE,buy,0.0
1769876953.482691,SOL/USD,GO,buy,0.0
1769876953.482691,SUI/USD,WAIT,neutral,0.0
1769876986.637136,BTC/USD,WAIT,neutral,0.0
1769876986.637136,ETH/USD,PREPARE,buy,0.0
1769876986.637136,SOL/USD,GO,buy,0.0
1769876986.637136,SUI/USD,WAIT,neutral,0.0
1769877019.400445,BTC/USD,PREPARE,buy,0.0
1769877019.400445,ETH/USD,PREPARE,buy,0.0
1769877019.400445,SOL/USD,GO,buy,0.0
1769877019.400445,SUI/USD,WAIT,neutral,0.0
1769877052.448266,BTC/USD,WAIT,neutral,0.0
1769877052.448266,ETH/USD,PREPARE,buy,0.0
1769877052.448266,SOL/USD,GO,buy,0.0
1769877052.448266,SUI/USD,WAIT,neutral,0.0
1769877085.254438,BTC/USD,PREPARE,buy,0.0
1769877085.254438,ETH/USD,PREPARE,buy,0.0
1769877085.254438,SOL/USD,GO,buy,0.0
1769877085.254438,SUI/USD,WAIT,neutral,0.0
1769877118.250092,BTC/USD,WAIT,neutral,0.0
1769877118.250092,ETH/USD,PREPARE,buy,0.0
1769877118.250092,SOL/USD,GO,buy,0.0
1769877118.250092,SUI/USD,WAIT,neutral,0.0
1769877151.61285,BTC/USD,WAIT,neutral,0.0
1769877151.61285,ETH/USD,PREPARE,buy,0.0
1769877151.61285,SOL/USD,GO,buy,0.0
1769877151.61285,SUI/USD,WAIT,neutral,0.0
1769877184.3572931,BTC/USD,WAIT,neutral,0.0
1769877184.3572931,ETH/USD,PREPARE,buy,0.0
1769877184.3572931,SOL/USD,GO,buy,0.0
1769877184.3572931,SUI/USD,WAIT,neutral,0.0
1769877217.417588,BTC/USD,WAIT,neutral,0.0
1769877217.417588,ETH/USD,PREPARE,buy,0.0
1769877217.417588,SOL/USD,GO,buy,0.0
1769877217.417588,SUI/USD,WAIT,neutral,0.0
1769877250.188595,BTC/USD,WAIT,neutral,0.0
1769877250.188595,ETH/USD,PREPARE,buy,0.0
1769877250.188595,SOL/USD,GO,buy,0.0
1769877250.188595,SUI/USD,WAIT,neutral,0.0
1769877283.0599198,BTC/USD,WAIT,neutral,0.0
1769877283.0599198,ETH/USD,PREPARE,buy,0.0
1769877283.0599198,SOL/USD,GO,buy,0.0
1769877283.0599198,SUI/USD,WAIT,neutral,0.0
1769877315.453411,BTC/USD,WAIT,neutral,0.0
1769877315.453411,ETH/USD,PREPARE,buy,0.0
1769877315.453411,SOL/USD,GO,buy,0.0
1769877315.453411,SUI/USD,WAIT,neutral,0.0
1769877348.1677408,BTC/USD,WAIT,neutral,0.0
1769877348.1677408,ETH/USD,PREPARE,buy,0.0
1769877348.1677408,SOL/USD,GO,buy,0.0
1769877348.1677408,SUI/USD,WAIT,neutral,0.0
1769877381.0503309,BTC/USD,PREPARE,buy,0.0
1769877381.0503309,ETH/USD,PREPARE,buy,0.0
1769877381.0503309,SOL/USD,GO,buy,0.0
